,Subj.,Date,Level,Fold,Type_Trial,Trial #,Sampling Freq,Dominant Freq. of Mvmt.,Acceleration with max-P.,Mean of PDF.,Variance of PDF,Var. in WMs,Mean of WSTDs,Var. in WSTDs,Average WRs,Average Acc.,Total Acceleration,Skew,Kurtosis,Mean % Change Between Adjacent Peaks,Mean Squared Jerk,Max Jerk,Scaled Mean Squared Jerk
45,cz,110824,0,3,comb,1,98,1.85985401459854,0.017512813290840645,0.0940848478979151,0.15801371197308178,0.08625580488420292,0.3915175339532142,0.1024133019356074,2.055037751649403,0.09631688620413104,0.6618635335933281,1.829904416864367,4.604289649307779,0.27307548988050145,0.024095522559196635,0.8304429274365133,0.029015266146677755
46,cz,110824,0,4,comb,1,98,1.2875912408759123,0.01644076328527122,0.13818893605125832,0.2057906809096476,0.09049938523107427,0.41761213706811096,0.1708921394972376,1.8829080044663054,0.1432909348185375,0.8126159007521868,1.401738982451978,2.561773566866078,0.4976625275258578,0.018694882882416913,0.7732576470001172,0.024176783708437195
47,cz,110824,0,5,comb,1,98,0.7153284671532846,0.02154647956168465,0.08387746244064666,0.13450534616099946,0.01884702537981915,0.338355047554574,0.12666750234243976,1.7321084083527651,0.08223044846949669,0.40499638895233986,0.7172298312076011,1.8052256820187589,3.438353007568251,0.016786883611408697,0.7636999100047905,0.02198099461777257
48,cz,110824,0,6,comb,1,98,1.1445255474452554,-0.0002603942119011604,0.01440822288817044,0.047009570733563585,0.03999386565567676,0.1752030005482789,0.09666768476936966,0.807996164925819,0.014273314471452164,0.012443893116549615,0.23889362780196402,1.4564011227475815,3.4477877795765646,0.005675155152764825,0.3561285474142241,0.015935692867002534
49,cz,110824,0,7,comb,1,98,1.4306569343065692,0.01971329191218285,0.07546770402225737,0.1281634022984349,0.07016381003961225,0.296143943721816,0.13606297459505964,1.280070773913755,0.07344833597802995,0.3802255787970813,0.7447262893840861,0.9517584979987106,-0.45674144306830494,0.013755925376219705,0.5999818967906472,0.022927234054562793
50,cz,110824,0,8,comb,1,98,1.0014598540145985,0.010685074125894034,0.06534090876172811,0.1120573492849794,0.11280206822075482,0.32440944129986454,0.09249155787486597,1.4510335258396756,0.06326073484660837,0.46051228685833956,0.5513568261828987,1.377652046758219,0.6019714950875329,0.012103560482089342,0.7285964577197965,0.016612159383767037
51,cz,110824,0,9,comb,1,98,1.2875912408759123,0.05078147507696873,0.06464811419698095,0.06644271326432771,0.049131952611936515,0.25922202769289954,0.023274873061348306,1.362177077448158,0.06590522071584978,0.4493560534559429,0.4632909428624104,0.9394424148616594,0.24406442784268365,0.010924179301072284,0.5270152068625547,0.020728394852411357
52,cz,110824,0,10,comb,1,98,1.7167883211678832,0.014189317277106595,0.08163414943224995,0.14116653731840262,0.06804055276096267,0.3689498350214784,0.08654064794371572,1.8292699646494048,0.08021497796955258,0.5511824010709528,0.9465734945052616,2.100379924785572,1.2108183134498718,0.019609988943984975,0.8002110629781272,0.024506020787819317
53,cz,111024,0,1,comb,1,98,1.1445255474452554,-0.015479188196685145,0.027704726348778595,0.08002979406412278,0.09233790379756346,0.2486009439784007,0.10368022043090658,1.1257905904120462,0.026382058554816634,0.20120214821190444,1.08816385060601,2.2122552923712995,0.25138405684972326,0.009704970956565858,0.5616794038279649,0.017278488209509574
54,cz,111024,0,2,comb,1,98,0.5722627737226277,0.015471327252589262,0.09000687733319959,0.16351491432992016,0.04733998802520672,0.33963295316207226,0.14044465108408033,1.784947216361843,0.0874281625747445,0.5759722367691861,1.2570063057187495,3.1613732333499573,2.6317156505769495,0.029884296691687986,1.1982827830205005,0.024939269023259193
55,cz,111024,0,3,comb,1,98,1.1445255474452554,0.03599460652642816,0.12290592437855907,0.12171885929930391,0.06091624076018183,0.32921983087716244,0.11059736846224077,1.5466416440369688,0.12362798993475148,0.7446166505908915,0.6583212157197318,1.081391835989363,0.7644250089678652,0.018444699037149802,0.68655471793673,0.02686559214476127
56,cz,111024,0,4,comb,1,98,1.1445255474452554,0.012418396035656754,0.13012211403598525,0.2012595727162606,0.1366029954528697,0.35450240362040214,0.13140028075248023,2.0520615047294894,0.12884804581223164,0.7308835831646933,1.588502734237295,3.382203054570283,2.6292515638700147,0.025512224941870203,0.9000406162622759,0.028345637386697473
57,cz,111024,0,5,comb,1,98,1.1445255474452554,-0.024283315428607954,0.04937063410942706,0.14098040677459645,0.07246266236747619,0.31936627735628303,0.1703421136671564,1.4445736014173465,0.051027795582293305,0.1951540856167352,1.029697541465394,1.7711495641062243,0.48829618644191936,0.016563380414586625,0.6555144084993897,0.025267759487550678
58,cz,111024,0,6,comb,1,98,1.7167883211678832,-0.001223138850740657,0.030711188082306808,0.09468885539676333,0.0801783076503485,0.2943227172683534,0.08408378783492773,1.2993181995529859,0.028662626698234092,0.13964847105178022,0.003750381510389501,0.533219286408197,0.0526444454019801,0.006513281332259428,0.4934634471620137,0.013199116104178212
59,cz,111024,0,7,comb,1,98,2.145985401459854,0.007013846253808076,0.05197258490090556,0.11744976594395874,0.042317237077271135,0.28933353275478396,0.11747941781582945,1.4372367484332873,0.05241831744001292,0.2060936330487994,1.3516941638432955,3.308460909139047,1.7540567513271224,0.017299630135720525,0.6776229625987978,0.025529875890529945
60,cz,111024,0,8,comb,1,98,1.4306569343065692,-0.027898615552399808,0.011658943688897966,0.09330544480138785,0.058125047450444826,0.25381562769742433,0.09728866073284845,1.2507660354805252,0.014211277807442926,0.10816748699462139,1.2678359007799607,3.3706541864720236,1.119282494431586,0.01050561237932737,0.5997588068548635,0.01751639535635804
61,cz,111024,0,9,comb,1,98,1.2875912408759123,-0.00899290978414391,0.07092278818967837,0.1303422130783947,0.025557093465002415,0.25205510932517255,0.1481478947843253,1.3301862830943763,0.0709969401609975,0.19993955551995085,2.2877003362632298,8.9646374333864,11.74274590503977,0.0190180462818129,1.1283284092979566,0.01685506287450999
